"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2019","Setiembre","Alcantarillado","Empresarial","61-80","Medido","","639","639","44741","47237674","779474.55"
"AyA","2019","Setiembre","Hidrantes","Empresarial","61-80","Medido","","1349","1349","94089","2173693",""
"AyA","2019","Setiembre","Tarifa Hidrica","Empresarial","61-80","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Empresarial","81-100","Medido","","784","784","70576","116084499","1584856.59"
"AyA","2019","Setiembre","Alcantarillado","Empresarial","81-100","Medido","","378","378","34019","36426322","461097.62"
"AyA","2019","Setiembre","Hidrantes","Empresarial","81-100","Medido","","784","784","70576","1633647",""
"AyA","2019","Setiembre","Tarifa Hidrica","Empresarial","81-100","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Empresarial","101-120","Medido","","539","539","59138","98012208","1089588.91"
"AyA","2019","Setiembre","Alcantarillado","Empresarial","101-120","Medido","","261","261","28517","30859875","318376.93"
"AyA","2019","Setiembre","Hidrantes","Empresarial","101-120","Medido","","539","539","59138","1301914",""
"AyA","2019","Setiembre","Tarifa Hidrica","Empresarial","101-120","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Empresarial","121 y mas","Medido","","2239","2239","967211","1695590415","4526140.2"
"AyA","2019","Setiembre","Alcantarillado","Empresarial","121 y mas","Medido","","996","996","364788","426372234","1214955.64"
"AyA","2019","Setiembre","Hidrantes","Empresarial","121 y mas","Medido","","2239","2239","967211","21876240",""
"AyA","2019","Setiembre","Tarifa Hidrica","Empresarial","121 y mas","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Empresarial","","Fijo","","434","434","","2866175","126000"
"AyA","2019","Setiembre","Alcantarillado","Empresarial","","Fijo","","26","26","","552071","31200"
"AyA","2019","Setiembre","Hidrantes","Empresarial","","Fijo","","434","434","","222841",""
"AyA","2019","Setiembre","Tarifa Hidrica","Empresarial","","Fijo","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","0-15","Medido","","2823","2823","13326","4426254","5689550.56"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","0-15","Medido","","827","827","4296","1124055","1008620.72"
"AyA","2019","Setiembre","Hidrantes","Preferencial","0-15","Medido","","2823","2823","13326","334373",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","0-15","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","16-25","Medido","","630","630","12805","5585801","1269719.04"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","16-25","Medido","","220","220","4439","1494460","268315.06"
"AyA","2019","Setiembre","Hidrantes","Preferencial","16-25","Medido","","630","630","12805","310816",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","16-25","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","26-40","Medido","","553","553","18006","9670495","1114531.16"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","26-40","Medido","","200","200","6397","2637210","243922.78"
"AyA","2019","Setiembre","Hidrantes","Preferencial","26-40","Medido","","553","553","18006","453682",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","26-40","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","41-60","Medido","","454","454","22805","13652973","915003.88"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","41-60","Medido","","144","144","7095","3262890","175624.41"
"AyA","2019","Setiembre","Hidrantes","Preferencial","41-60","Medido","","454","454","22805","559022",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","41-60","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","61-80","Medido","","262","262","18403","11792085","528041.89"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","61-80","Medido","","86","86","6102","3011499","104886.8"
"AyA","2019","Setiembre","Hidrantes","Preferencial","61-80","Medido","","262","262","18403","463406.03",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","61-80","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","81-100","Medido","","166","166","15011","10105027","334560.89"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","81-100","Medido","","69","69","6204","3194238","84153.36"
"AyA","2019","Setiembre","Hidrantes","Preferencial","81-100","Medido","","166","166","15011","358919",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","81-100","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","101-120","Medido","","138","138","15134","10497972","278128.93"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","101-120","Medido","","55","55","5982","3162079","67078.77"
"AyA","2019","Setiembre","Hidrantes","Preferencial","101-120","Medido","","138","138","15134","341534",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","101-120","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","121 y mas","Medido","","793","793","395560","302266311","1598233.65"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","121 y mas","Medido","","295","295","225408","131690554","359786.11"
"AyA","2019","Setiembre","Hidrantes","Preferencial","121 y mas","Medido","","793","793","395560","8806032",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","121 y mas","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Preferencial","","Fijo","","105","105","","804782","44000"
"AyA","2019","Setiembre","Alcantarillado","Preferencial","","Fijo","","9","9","","250551","10800"
"AyA","2019","Setiembre","Hidrantes","Preferencial","","Fijo","","105","105","","54108",""
"AyA","2019","Setiembre","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","0-15","Medido","","823","823","3758","5018977","1660044.65"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","0-15","Medido","","359","359","1548","1465356","436322.24"
"AyA","2019","Setiembre","Hidrantes","Gobierno","0-15","Medido","","823","823","3758","174132",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","0-15","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","16-25","Medido","","167","167","3435","5013991","336849.89"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","16-25","Medido","","68","68","1394","1436477","82646"
"AyA","2019","Setiembre","Hidrantes","Gobierno","16-25","Medido","","167","167","3435","125661.01",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","16-25","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","26-40","Medido","","172","172","5519","8588891","346935.21"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","26-40","Medido","","95","95","3058","3228526","115461.32"
"AyA","2019","Setiembre","Hidrantes","Gobierno","26-40","Medido","","172","172","5519","204631",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","26-40","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","41-60","Medido","","151","151","7416","11912709","304576.84"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","41-60","Medido","","68","68","3336","3567645","82646"
"AyA","2019","Setiembre","Hidrantes","Gobierno","41-60","Medido","","151","151","7416","267037",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","41-60","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","61-80","Medido","","97","97","6940","11349925","195655.32"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","61-80","Medido","","37","37","2652","2873274","44969.14"
"AyA","2019","Setiembre","Hidrantes","Gobierno","61-80","Medido","","97","97","6940","175390",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","61-80","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","81-100","Medido","","70","70","6495","10715068","141194.56"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","81-100","Medido","","33","33","3100","3467454","40107.62"
"AyA","2019","Setiembre","Hidrantes","Gobierno","81-100","Medido","","70","70","6495","111952",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","81-100","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","101-120","Medido","","57","57","6265","10398720","114972.72"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","101-120","Medido","","22","22","2412","2631782","26738.41"
"AyA","2019","Setiembre","Hidrantes","Gobierno","101-120","Medido","","57","57","6265","138881",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","101-120","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","121 y mas","Medido","","319","319","224313","396544629","643443.8"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","121 y mas","Medido","","176","176","111640","128534607","213907.28"
"AyA","2019","Setiembre","Hidrantes","Gobierno","121 y mas","Medido","","319","319","224313","4804563",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","121 y mas","Medido","","","","","",""
"AyA","2019","Setiembre","Acueducto","Gobierno","","Fijo","","23","23","","168410","2000"
"AyA","2019","Setiembre","Alcantarillado","Gobierno","","Fijo","","","","","",""
"AyA","2019","Setiembre","Hidrantes","Gobierno","","Fijo","","23","23","","11481",""
"AyA","2019","Setiembre","Tarifa Hidrica","Gobierno","","Fijo","","","","","",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","0-15","Medido","","33910","33910","293547","93347620.36","138391995.34"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","0-15","Medido","","10638","10638","92647","19826277.83","26647610.8"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","0-15","Medido","","33910","33910","293547","7576448.07",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","0-15","Medido","","33910","33910","293547","4403204.21",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","16-25","Medido","","18967","18967","377250","139627033.25","77407283.27"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","16-25","Medido","","5682","5682","112452","27926270.76","14233100.64"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","16-25","Medido","","18967","18967","377250","9736822.5",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","16-25","Medido","","18967","18967","377250","5658749.87",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","26-40","Medido","","9912","9912","310213","132891347.44","40452416.92"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","26-40","Medido","","2499","2499","77513","22794295.51","6259858.94"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","26-40","Medido","","9912","9912","310213","8006597.53",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","26-40","Medido","","9912","9912","310213","4653194.94",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","41-60","Medido","","2730","2730","130112","63602416.13","11141555.51"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","41-60","Medido","","551","551","26013","8801295.57","1380225"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","41-60","Medido","","2730","2730","130112","3358190.72",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","41-60","Medido","","2730","2730","130112","1951680",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","61-80","Medido","","592","592","40321","24457608.2","2416044.27"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","61-80","Medido","","74","74","4962","1988463.02","185365.97"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","61-80","Medido","","592","592","40321","1040685.01",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","61-80","Medido","","592","592","40321","604815",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","81-100","Medido","","180","180","16044","11816221.37","734608.06"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","81-100","Medido","","13","13","1153","546413.59","32564.29"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","81-100","Medido","","180","180","16044","414095.57",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","81-100","Medido","","180","180","16044","240660",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","101-120","Medido","","76","76","8272","6707928.92","310167.85"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","101-120","Medido","","8","8","831","421673.1","20039.56"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","101-120","Medido","","76","76","8272","213500.32",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","101-120","Medido","","76","76","8272","124080",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","121 y mas","Medido","","116","116","47157","31967281.89","473414.08"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","121 y mas","Medido","","14","14","3431","1567289.22","35069.24"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","121 y mas","Medido","","116","116","47157","1217114.18",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","116","116","47157","707347.76",""
"ESPH","2019","Setiembre","Acueducto","Domiciliar","","Fijo","","82","82","","808859.4","114000"
"ESPH","2019","Setiembre","Alcantarillado","Domiciliar","","Fijo","","3","3","","19217.97","181800"
"ESPH","2019","Setiembre","Hidrantes","Domiciliar","","Fijo","","82","82","","50662.06",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Domiciliar","","Fijo","","82","82","","31570",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","0-15","Medido","","4137","4137","18262","12823105.22","8644997.56"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","0-15","Medido","","2510","2510","10862","4570554.07","13525661.29"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","0-15","Medido","","4137","4137","18262","471342.35",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","0-15","Medido","","4137","4137","18262","273928.72",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","16-25","Medido","","674","674","13532","11136094.17","1408442.92"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","16-25","Medido","","343","343","6877","3391414.01","1848327.42"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","16-25","Medido","","674","674","13532","349260.92",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","16-25","Medido","","674","674","13532","202979.67",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","26-40","Medido","","497","497","15687","14980078.56","1038569.93"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","26-40","Medido","","208","208","6476","3688609.67","1120851.61"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","26-40","Medido","","497","497","15687","404881.47",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","26-40","Medido","","497","497","15687","235305",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","41-60","Medido","","303","303","14875","15362631.86","633172.41"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","41-60","Medido","","137","137","6664","4112018.19","738253.23"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","41-60","Medido","","303","303","14875","383923.75",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","41-60","Medido","","303","303","14875","223125",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","61-80","Medido","","158","158","11014","11800760.19","330169.11"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","61-80","Medido","","80","80","5561","3564640.65","431096.77"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","61-80","Medido","","158","158","11014","284271.34",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","61-80","Medido","","158","158","11014","165210",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","81-100","Medido","","90","90","8076","8868365.78","188071.01"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","81-100","Medido","","42","42","3734","2455748.51","226325.81"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","81-100","Medido","","90","90","8076","208441.56",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","81-100","Medido","","90","90","8076","121140",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","101-120","Medido","","60","60","6576","7283335.58","125380.68"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","101-120","Medido","","19","19","2055","1364076.28","102385.48"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","101-120","Medido","","60","60","6576","169726.56",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","101-120","Medido","","60","60","6576","98640",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","121 y mas","Medido","","270","270","174147","203287161.04","564213.04"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","121 y mas","Medido","","114","114","83123","58291997.93","614312.9"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","121 y mas","Medido","","270","270","174147","4456609.02",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","121 y mas","Medido","","270","270","174147","2590048",""
"ESPH","2019","Setiembre","Acueducto","Empresarial","","Fijo","","5","5","","92705.09","7200"
"ESPH","2019","Setiembre","Alcantarillado","Empresarial","","Fijo","","","","","","6000"
"ESPH","2019","Setiembre","Hidrantes","Empresarial","","Fijo","","5","5","","3089.15",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Empresarial","","Fijo","","5","5","","1925",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","0-15","Medido","","189","189","981","311947.02","569766.19"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","0-15","Medido","","79","79","410","87739.38","49928"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","0-15","Medido","","189","189","981","25319.61",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","0-15","Medido","","189","189","981","14715",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","16-25","Medido","","50","50","1020","381602.71","150731.8"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","16-25","Medido","","21","21","430","108348.78","13272"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","16-25","Medido","","50","50","1020","26326.2",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","16-25","Medido","","50","50","1020","15300",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","26-40","Medido","","34","34","1109","493115.19","102497.62"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","26-40","Medido","","12","12","407","123075.81","7584"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","26-40","Medido","","34","34","1109","28623.29",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","26-40","Medido","","34","34","1109","16635",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","41-60","Medido","","30","30","1489","732190.1","90439.08"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","41-60","Medido","","17","17","819","269141.38","10744"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","41-60","Medido","","30","30","1489","38431.09",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","41-60","Medido","","30","30","1489","22335",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","61-80","Medido","","19","19","1302","681223.54","57278.08"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","61-80","Medido","","5","5","341","119781.03","3160"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","61-80","Medido","","19","19","1302","33604.62",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","61-80","Medido","","19","19","1302","19530",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","81-100","Medido","","19","19","1717","944748.69","57278.08"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","81-100","Medido","","4","4","355","130924.04","2528"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","81-100","Medido","","19","19","1717","44315.77",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","81-100","Medido","","19","19","1717","25755",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","101-120","Medido","","14","14","1532","865574.7","42204.9"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","101-120","Medido","","4","4","423","159959.82","2528"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","101-120","Medido","","14","14","1532","39540.92",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","101-120","Medido","","14","14","1532","22980",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","121 y mas","Medido","","66","66","28870","17826857.44","198965.97"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","121 y mas","Medido","","20","20","8106","3357955.35","12640"
"ESPH","2019","Setiembre","Hidrantes","Preferencial","121 y mas","Medido","","66","66","28870","745134.7",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","121 y mas","Medido","","66","66","28870","433050",""
"ESPH","2019","Setiembre","Acueducto","Preferencial","","Fijo","","","","","","2400"
"ESPH","2019","Setiembre","Alcantarillado","Preferencial","","Fijo","","","","","",""
"ESPH","2019","Setiembre","Hidrantes","Preferencial","","Fijo","","","","","",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","0-15","Medido","","100","100","489","340677.73","197837.84"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","0-15","Medido","","58","58","253","106328.17","31610"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","0-15","Medido","","100","100","489","12621.09",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","0-15","Medido","","100","100","489","7335",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","16-25","Medido","","17","17","325","259704.8","33632.43"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","16-25","Medido","","11","11","214","103550.75","5995"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","16-25","Medido","","17","17","325","8388.25",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","16-25","Medido","","17","17","325","4875",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","26-40","Medido","","21","21","730","701845.84","41545.95"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","26-40","Medido","","11","11","395","230052.88","5995"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","26-40","Medido","","21","21","730","18841.3",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","26-40","Medido","","21","21","730","10950",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","41-60","Medido","","12","12","611","626007.71","23740.54"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","41-60","Medido","","7","7","356","219446.82","3815"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","41-60","Medido","","12","12","611","15769.91",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","41-60","Medido","","12","12","611","9165",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","61-80","Medido","","13","13","910","975757.46","25718.92"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","61-80","Medido","","8","8","556","358276.53","4360"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","61-80","Medido","","13","13","910","23487.1",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","61-80","Medido","","13","13","910","13650",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","81-100","Medido","","4","4","353","385092.06","7913.51"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","81-100","Medido","","1","1","97","63463.01","545"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","81-100","Medido","","4","4","353","9110.93",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","81-100","Medido","","4","4","353","5295",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","101-120","Medido","","6","6","660","726270.66","11870.27"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","101-120","Medido","","5","5","548","363013.96","2725"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","101-120","Medido","","6","6","660","17034.6",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","101-120","Medido","","6","6","660","9900",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","121 y mas","Medido","","26","26","18536","21972494.62","51437.84"
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","121 y mas","Medido","","19","19","5960","4179512.25","10355"
"ESPH","2019","Setiembre","Hidrantes","Gobierno","121 y mas","Medido","","26","26","18536","478414.16",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","121 y mas","Medido","","26","26","18536","278040",""
"ESPH","2019","Setiembre","Acueducto","Gobierno","","Fijo","","1","1","","18648.17",""
"ESPH","2019","Setiembre","Alcantarillado","Gobierno","","Fijo","","","","","",""
"ESPH","2019","Setiembre","Hidrantes","Gobierno","","Fijo","","1","1","","617.83",""
"ESPH","2019","Setiembre","Tarifa Hidrica","Gobierno","","Fijo","","1","1","","385",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","0-15","Medido","","33287","33287","288669","88005578.98","131318516.98"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","0-15","Medido","","10237","10237","89314","19112300.34","25307799.84"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","0-15","Medido","","33287","33287","288669","7450546.45",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","0-15","Medido","","33287","33287","288669","4330034.3",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","16-25","Medido","","19009","19009","377610","133960568.49","74991248.52"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","16-25","Medido","","5712","5712","113275","28153468.61","14121144.15"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","16-25","Medido","","19009","19009","377610","9746114.1",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","16-25","Medido","","19009","19009","377610","5664150.22",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","26-40","Medido","","10267","10267","320936","131876235.82","40503716.58"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","26-40","Medido","","2808","2808","86995","25575204.95","6941907"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","26-40","Medido","","10267","10267","320936","8283358.16",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","26-40","Medido","","10267","10267","320936","4814040.12",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","41-60","Medido","","2861","2861","137163","64487429.19","11286756.9"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","41-60","Medido","","608","608","28969","9834470.34","1503090.97"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","41-60","Medido","","2861","2861","137163","3540177.03",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","41-60","Medido","","2861","2861","137163","2057445.44",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","61-80","Medido","","602","602","41122","24175364.47","2374913.55"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","61-80","Medido","","83","83","5571","2247003.28","205191.7"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","61-80","Medido","","602","602","41122","1061358.77",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","61-80","Medido","","602","602","41122","616829.98",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","81-100","Medido","","174","174","15551","11267040.05","686436.81"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","81-100","Medido","","15","15","1360","661602.24","37082.84"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","81-100","Medido","","174","174","15551","401371.31",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","81-100","Medido","","174","174","15551","233265",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","101-120","Medido","","74","74","8094","6472010.48","291932.89"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","101-120","Medido","","6","6","652","345623.19","14833.13"
"ESPH","2019","Agosto","Hidrantes","Domiciliar","101-120","Medido","","74","74","8094","208906.09",""
"ESPH","2019","Agosto","Tarifa Hidrica","Domiciliar","101-120","Medido","","74","74","8094","121409.94",""
"ESPH","2019","Agosto","Acueducto","Domiciliar","121 y mas","Medido","","119","119","41710","26799280.52","469459.65"
"ESPH","2019","Agosto","Alcantarillado","Domiciliar","121 y mas","Medido","","16","16","3569","1800332.05","39555.03"
